Response Received Date,Overall Experience,Person Identifier,,What Issues,"Incorrect, Duplicate, and/or Missing Items?",Damaged Items?,Haven't Received Package?,Order Delivered Late?,Other Issue?,What could we improve,What was great,Additional Comments,Any Issues,Arrival Time,Tracking,Campaign,Survey Details
12/23/2022 17:30,Very Satisfied,71818346_2022_04_x,,,,,,,,,My order arrived quickly. The books are well priced.,,No,Yes,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828234954_5783
12/23/2022 17:28,Very Satisfied,71844716_2022_03_j,,,,,,,,,Ease of ordering,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828142638_250
12/23/2022 17:26,Very Dissatisfied,71879162_2022_03_s,,,,,,,,Better and quicker shipping. I ordered books for my class for Christmas and it got delayed 4 days in a row and I never got to give them their gift.,,,No,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828476471_21209
12/23/2022 17:26,Very Satisfied,71847840_2022_03_b,,,,,,,,,"The delivery to my city was quick and accurate.  It sat in the post office for a week, but the Christmas books made it home in time.",,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828193716_2935
12/23/2022 17:26,Satisfied,71850712_2022_04_k,,,,,,,,"Is there a way for you to communicate to shipping services that the majority of your packages are going to schools.  They close and don’t have anyone to sign or get packages as early as 3:00.  My package was delivered 4 times after 5:00.  Therefore even though I paid for expedited shipping, my books did not come until the. Day we were leaving for vacation.   Thank you for trying",,,No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828179579_1993
12/23/2022 17:26,Very Satisfied,71812819_2022_04_x,,,,,,,,,Books delivered in timely manner,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828162201_1437
12/23/2022 17:26,Very Satisfied,71870535_2022_04_x,,,,,,,,,Delivery was fast.   I do have a major concern. May of my parents who order don’t speak English and don’t understand how to put coupon codes in. Many have lost out on their free $5 books because of this. I hope you can fix your system that it automatically adds it to the parents account instead of them adding the code in.  Please try to make this easier for families who speak limited English and or are in a rush,Delivery was fast.   I do have a major concern. May of my parents who order don’t speak English and don’t understand how to put coupon codes in. Many have lost out on their free $5 books because of this. I hope you can fix your system that it automatically adds it to the parents account instead of them adding the code in.  Please try to make this easier for families who speak limited English and or are in a rush,No,Yes,Yes,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828295116_10326
12/23/2022 17:22,Very Dissatisfied,71825597_2022_03_n,,,,,,,,You could ensure correct delivery dates.,,I will return my order because it arrived to late for it’s intended purpose.,No,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828518047_24183
12/23/2022 17:20,Very Satisfied,71825968_2022_04_k,,,,,,,,,Speed of delivery,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828288313_9632
12/23/2022 17:19,Somewhat Dissatisfied,71864118_2022_03_i,,"My order was delivered late,My items are damaged.",,Damaged Items,,,,"Hi there,  My holiday book order arrived late and the box was damaged. So, not only did I not have the books in time for our class holiday event, but about 60% of the books were damaged. I will be calling the Scholastic offices after the holiday to request a refund.",,I would like to request a refund on at least part of my order.,Yes,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828205394_3800
12/23/2022 17:19,Somewhat Dissatisfied,71864118_2022_03_i,,"My order was delivered late,My items are damaged.",,,,Delivered Late,,"Hi there,  My holiday book order arrived late and the box was damaged. So, not only did I not have the books in time for our class holiday event, but about 60% of the books were damaged. I will be calling the Scholastic offices after the holiday to request a refund.",,I would like to request a refund on at least part of my order.,Yes,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828205394_3800
12/23/2022 17:18,Somewhat Dissatisfied,71825479_2022_03_k,,"Item was substituted without me choosing what I wanted,My order was delivered late,My items are damaged.",,Damaged Items,,,,Let me know you were substituting book and let me pick.   Also took over 10 Days to get to me from the post office,,,Yes,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828518208_24272
12/23/2022 17:18,Somewhat Dissatisfied,71825479_2022_03_k,,"Item was substituted without me choosing what I wanted,My order was delivered late,My items are damaged.",,,,Delivered Late,,Let me know you were substituting book and let me pick.   Also took over 10 Days to get to me from the post office,,,Yes,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828518208_24272
12/23/2022 17:18,Somewhat Dissatisfied,71825479_2022_03_k,,"Item was substituted without me choosing what I wanted,My order was delivered late,My items are damaged.",,,,,Other,Let me know you were substituting book and let me pick.   Also took over 10 Days to get to me from the post office,,,Yes,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828518208_24272
12/23/2022 17:17,Very Satisfied,300132745_2022_03_k,,,,,,,,,Orders have come very quickly with no damage or missing items!,None this year!!,No,Yes,Yes,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828227665_5360
12/23/2022 17:16,Very Dissatisfied,71814105_2022_04_y,,,,,,,,The package didn’t arrive before school let out for Christmas break.,,Tracking information was inaccurate. I still haven’t seen the package because our school is closed for the holidays.,No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828201431_3224
12/23/2022 17:16,Very Satisfied,71845679_2022_04_x,,,,,,,,,"The timing of the delivery was great! It was very quick, especially during such a busy time (holiday time). It was much appreciated!","It was great, thank you!",No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828267929_8256
12/23/2022 17:16,Very Dissatisfied,71880012_2022_03_s,,,,,,,,,,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828517944_24114
12/23/2022 17:15,Satisfied,71845750_2022_03_j,,,,,,,,Nothing.  I received my books within a week and they all came!,,None,No,Yes,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828347824_13367
12/23/2022 17:13,Very Satisfied,71823172_2022_03_n,,,,,,,,,Always,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828269005_8363
12/23/2022 17:11,Very Dissatisfied,71819312_2022_04_k,,,,,,,,"I didn't get my books in time, but for 5 days in a row received an email saying I would get them the next day.  The first response to my experience made me even angrier!  The second response was immensely better.",,,No,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828244207_6417
12/23/2022 17:09,Very Satisfied,71827051_2022_03_i,,,,,,,,,Quick delivery,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828295218_10386
12/23/2022 17:08,Somewhat Dissatisfied,71855771_2022_01_6,,I have not received a package.,,,Haven't Received Package,,,My items didn't make it in time.,,My representative was awesome. She was super helpful. Can't thank her enough.,Yes,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828359905_14152
12/23/2022 17:06,Very Dissatisfied,71811373_2022_04_k,,,,,,,,"Shipping was extremely slow, never got my books before Christmas break vacation which started 12/22 at noon.  My kiddos didn't get part of their gifts",,,No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828181402_2350
12/23/2022 17:05,Very Dissatisfied,71880579_2022_03_j,,,,,,,,Allowed me to change the delivery address.  Kept your promise of if I ordered by whatever date you stated so I would receive the books by 12/23,,I still don’t have my order,No,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828227863_5493
12/23/2022 17:04,Very Dissatisfied,71882809_2022_04_j,,I have not received a package.,,,Haven't Received Package,,,I never received my order.,,Sofia,Yes,No,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828279424_9075
12/23/2022 17:03,Somewhat Dissatisfied,300134202_2022_08_1,,,,,,,,These last two orders have been extremely late and not on point with delivery dates.,,Honestly it was very frustrating that I didn’t receive my order within a timely fashion due to relying on the books to be for a classroom gift. I would really like to be compensated in some way.,No,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828500090_23105
12/23/2022 17:02,Very Satisfied,71826229_2022_03_j,,,,,,,,,Ease of finding what I wanted and delivered on time!,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828482824_21617
12/23/2022 17:02,Very Satisfied,71820845_2022_04_k,,,,,,,,,,,No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828383865_15736
12/23/2022 17:01,Very Satisfied,71829298_2022_04_k,,,,,,,,,Ease of website to place order,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828495163_22507
12/23/2022 17:01,Very Dissatisfied,71847237_2022_04_k,,I have not received a package.,,,Haven't Received Package,,,My book box was never delivered to my school and I ordered well before the December deadline to receive it before Christmas. Because of this I had to purchase more books elsewhere for my students Christmas gifts and also my own children won’t receive their books as Christmas gifts either. One of my students order was also in there. Needless to say I am very upset. I want to know where my books are.,,,Yes,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828271108_8504
12/23/2022 16:57,Somewhat Dissatisfied,71872538_2022_03_a,,,,,,,,My order included Christmas presents for my students and I did not receive them before we went on winter break.,,,No,No,Yes,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828282126_9384
12/23/2022 16:57,Very Satisfied,71850837_2022_04_k,,,,,,,,,All items from personal order came and a replacement item from my class order from last month was sent!,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828347783_13341
12/23/2022 16:56,Satisfied,71823667_2022_03_j,,,,,,,,,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828192744_2531
12/23/2022 16:55,Very Satisfied,71850883_2022_08_1,,,,,,,,,How quick my order came!,N/A,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828291360_9983
12/23/2022 16:53,Somewhat Dissatisfied,71865547_2022_03_j,,,,,,,,I still have not received my order that I placed the beginning of this month. I had hoped to give it to my students for Christmas and when asked customer service I didn’t get much help.,,,No,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828473351_21134
12/23/2022 16:53,Very Satisfied,71837075_2022_04_j,,,,,,,,,,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828435848_18578
12/23/2022 16:53,Satisfied,71807571_2022_04_y,,,,,,,,Free shipping,,,No,Yes,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828214167_4101
12/23/2022 16:51,Somewhat Dissatisfied,71819314_2022_08_1,,,,,,,,Ensure order was delivered on time as guaranteed.,,,No,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828329000_12157
12/23/2022 16:51,Very Dissatisfied,71746592_2022_03_y,,,,,,,,"I put my order in by November 30 and was supposed to receive it before Christmas, but I never did.",,,No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828224695_4908
12/23/2022 16:49,Somewhat Dissatisfied,71806555_2022_04_x,,,,,,,,This place I didn't get the order until way after it said I would. It looks like it's sat in New Jersey for like a whole week without any updates. But I don't think that's your fault.,,,No,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828528679_24978
12/23/2022 16:48,Very Satisfied,71828009_2022_04_k,,,,,,,,,timely shipping,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828348560_13487
12/23/2022 16:47,Somewhat Dissatisfied,71852222_2022_04_m,,,,,,,,"The ordering and shipping experience were fine, and met my expectations. The delivery was frustrating and unsatisfactory. UPS mail innovations has caused delays in the delivery of our book boxes more than once, but this time it was extremely slow. Tracking information showed that our book box was in Denver (our town, same as delivery address) beginning Tuesday, Dec. 13, “pending acceptance.” On Thursday, Dec. 15, that had not changed, so I went to the post office to inquire about it. The clerk told me it wasn’t there, in spite of the tracking info to the contrary. He said as soon as they received it and checked it in, it would be out for delivery. On Friday the 16th, the tracking info showed it was out for delivery. On Saturday the 17th, I received an email saying it had been delivered. Monday the 19th, I checked with one of our administrators, and she said they had checked the mailbox earlier that morning but there was no mail. I went to the mailbox after that, and found our book box, along with other mail. I was very relieved to see it on Monday, since Tuesday the 20th was our last day of school, and I had two families waiting for books. UPS service is usually timely and reliable. When the post office is involved, the quality of service declines. I am disappointed about that, because I want the USPS to be timely and reliable, but they’re not. I recognize that there may be increased cost associated with using UPS to deliver all the way to the customer, and I understand the need to reduce costs. I just want you to be aware that reducing the financial cost of delivery also carries a reduction in the quality of service to your customers.",,"The tracking of my shipment, while convenient, was inaccurate. The inaccuracy was due to problems with the USPS, who finally delivered the package 5 delivery days after it arrived in our small town.",No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828272279_8678
12/23/2022 16:45,Very Dissatisfied,71840410_2022_04_j,,"I have not received a package.,My order was delivered late",,,Haven't Received Package,,,deliver on time.    It was supposed to come on Wednesday and it was still not at school on Friday when I left for winter break.  So my kids did not get the books I ordered for their presents.,,I would just like a refund and cancel order,Yes,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828236389_5852
12/23/2022 16:45,Very Dissatisfied,71840410_2022_04_j,,"I have not received a package.,My order was delivered late",,,,Delivered Late,,deliver on time.    It was supposed to come on Wednesday and it was still not at school on Friday when I left for winter break.  So my kids did not get the books I ordered for their presents.,,I would just like a refund and cancel order,Yes,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828236389_5852
12/23/2022 16:45,Very Dissatisfied,71830529_2022_03_j,,,,,,,,"I am beyond frustrated and won’t encourage any more parental orders, not will I place any more orders for my classroom. Too much to type…",,,No,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828528713_24997
12/23/2022 16:45,Very Satisfied,71834457_2022_04_t,,,,,,,,,Everything I ordered came on time,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828377764_15275
12/23/2022 16:43,Very Satisfied,71881879_2022_03_9,,,,,,,,,Timing,Need to update bonus catalog and offer more points,No,Yes,Yes,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828227763_5408
12/23/2022 16:40,Very Satisfied,71822659_2022_04_k,,,,,,,,,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828178129_1693
12/23/2022 16:40,Very Satisfied,71819461_2022_04_x,,,,,,,,,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828227172_5221
12/23/2022 16:39,Very Dissatisfied,71823019_2022_03_9,,,,,,,,I still haven’t received my package.,,My package still hasn’t arrived,No,No,Yes,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828447038_19394
12/23/2022 16:38,Very Dissatisfied,71879444_2022_04_x,,My items are damaged.,,Damaged Items,,,,You said my book box was arriving tomorrow. It arrived 8 days later! I had to deliver my students’ books!,,The pig pig book was bent and damaged,Yes,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828215028_4236
12/23/2022 16:38,Somewhat Dissatisfied,71845135_2022_03_n,,,,,,,,Delivered items sooner,,I ordered on Dec 5 and didn’t received until the 22 after my holiday party,No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828259678_7614
12/23/2022 16:38,Somewhat Dissatisfied,71839170_2022_03_n,,,,,,,,Shipping was slow,,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828290682_9883
12/23/2022 16:37,Very Satisfied,71816827_2022_04_k,,,,,,,,,Easy online ordering and the order came quickly,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828270333_8488
12/23/2022 16:36,Somewhat Dissatisfied,71866941_2022_03_9,,,,,,,,It was said to arrive on Thursday but came on Saturday - one day after school was out.,,,No,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828162134_1382
12/23/2022 16:35,Very Satisfied,71826738_2022_04_y,,,,,,,,,Quick delivery,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828396336_16420
12/23/2022 16:35,Somewhat Dissatisfied,71851448_2022_03_9,,,,,,,,I have yet to receive my order. My students will get their books now after the holiday,,,No,No,No,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828201400_3204
12/23/2022 16:35,Very Satisfied,71814919_2022_04_j,,,,,,,,,time of delivery,Sooooo much better...thanks for all you do,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828142533_184
12/23/2022 16:34,Very Satisfied,71827847_2022_03_i,,,,,,,,,Quick shipping and a good price on books,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828396424_16452
12/23/2022 16:30,Very Dissatisfied,71855057_2022_04_k,,I have not received a package.,,,Haven't Received Package,,,We have not received our box yet and it should have been here by Tuesday. Very sad families,,"If we don’t receive our package, I hope my classroom families will be refunded. It’s already sad enough they won’t have the gifts in time for Christmas",Yes,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828370409_14693
12/23/2022 16:28,Very Satisfied,71836311_2022_04_y,,,,,,,,,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828283433_9493
12/23/2022 16:28,Very Satisfied,71819307_2022_03_k,,,,,,,,,Very fast shipping!,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828488074_22150
12/23/2022 16:25,Very Satisfied,71831423_2022_08_1,,,,,,,,,Easy ordering fast delivery,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828193576_2768
12/23/2022 16:25,Satisfied,71897863_2022_04_k,,,,,,,,"I tried to change my mailing address and was unable to do so. Thankfully, my postal carrier knew we are at Bendingwood court, not circle so my box arrived at the correct location.",,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828250263_7016
12/23/2022 16:23,Very Dissatisfied,71843838_2022_04_k,,,,,,,,Getting order on time....kids didn't even get their books before Christmas break,,,No,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828143140_620
12/23/2022 16:23,Very Satisfied,71888222_2022_04_k,,,,,,,,,Quick delivery,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828291318_9965
12/23/2022 16:22,Very Satisfied,71821755_2022_03_s,,,,,,,,,On time delivery,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828205224_3667
12/23/2022 16:21,Very Satisfied,71810435_2022_03_9,,,,,,,,,my order came quickly,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828193778_2995
12/23/2022 16:20,Very Satisfied,71820695_2022_08_1,,,,,,,,,Very quick delivery!,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828267993_8295
12/23/2022 16:20,Very Dissatisfied,71831198_2022_04_x,,,,,,,,I did not receive my book order prior to the Christmas break. My students did not get the books I ordered.,,I do not feel it is fair that I am charged for something that did not come. If this is how Scholastic will operate now I will not order from you again and will discourage other teachers I my building from ordering from you.,No,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828215109_4283
12/23/2022 16:20,Satisfied,71832817_2022_04_j,,,,,,,,Shipping takes longer than 7-10 business days. When ordering books as gifts to students it is nerve wracking waiting to see if my books will arrive in time.,,The tracking did not seem to match where my book box actually was.,No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828279302_9022
12/23/2022 16:19,Very Satisfied,71817646_2022_04_x,,,,,,,,,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828380016_15385
12/23/2022 16:19,Very Satisfied,71827982_2022_04_k,,,,,,,,,Delivered within days of order. No errors,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828162069_1332
12/23/2022 16:18,Satisfied,71883945_2022_04_j,,,,,,,,Have the books wrapped per child’s order The website is sometimes confusing and brings you to places you didn’t need/want to go to,,,No,Yes,Yes,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828357568_13829
12/23/2022 16:15,Very Satisfied,71820206_2022_04_x,,,,,,,,,SUPER FAST,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828216351_4594
12/23/2022 16:15,Somewhat Dissatisfied,71869781_2022_03_j,,I have not received a package.,,,Haven't Received Package,,,Package has not been delivered,,,Yes,No,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828518059_24207
12/23/2022 16:15,Very Satisfied,71829270_2022_04_x,,,,,,,,,Very efficient delivery,Happy Holidays!,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828192750_2535
12/23/2022 16:13,Very Satisfied,71814836_2022_08_1,,,,,,,,,"The quickness, the easiness, and the best rewards, prices, and selection of books are what makes Scholastic Book Clubs the BEST!",,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828450905_19808
12/23/2022 16:13,Very Satisfied,71803298_2022_04_j,,,,,,,,,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828457389_20150
12/23/2022 16:13,Very Satisfied,71819089_2022_04_k,,,,,,,,,Easy to order and extremely quick delivery!,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828236370_5841
12/23/2022 16:12,Very Satisfied,71843399_2022_04_j,,,,,,,,,I was able to solve a shipping problem that UPS could not solve. Please continue to use humans for customer service calls.,I have no complaints!,No,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828360386_14247
12/23/2022 16:10,Very Dissatisfied,71819634_2022_08_1,,,,,,,,I received an email from Scholastic stating I would receive my package the next business day (received on 12-11-22).  I ordered these items so they would arrive before our last day of school.  My families won't receive their items until January.,,Took WAY too long for delivery.,No,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828256060_7328
12/23/2022 16:10,Very Satisfied,71796517_2022_04_k,,,,,,,,,My order came within a week!,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828266979_8118
12/23/2022 16:07,Somewhat Dissatisfied,71815913_2022_04_x,,,,,,,,"My order sat at the USPS office for almost 2 weeks and I didn't get the books in time to give to my students for Christmas break. My suggestion...don't use USPS for shipping,  it's a mess.",,,No,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828179077_1827
12/23/2022 16:07,Very Satisfied,71837710_2022_04_y,,,,,,,,,All books came very quickly!,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828214285_4177
12/23/2022 16:06,Very Dissatisfied,71899004_2022_04_j,,I have not received a package.,,,Haven't Received Package,,,I never got my books!,,,Yes,No,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828528298_24940
12/23/2022 16:06,Very Satisfied,71829517_2022_04_x,,My order has incorrect items and/or missing items.,"Incorrect, Duplicate, and/or Missing Items",,,,,,"When there was a problem, it was fixed quickly",The customer service rep was great and shipped the missing items quickly,Yes,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828162027_1272
12/23/2022 16:04,Very Dissatisfied,71848352_2022_04_k,,I have not received a package.,,,Haven't Received Package,,,Box was not delivered before winter break.,,,Yes,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828366114_14442
12/23/2022 16:04,Satisfied,71821186_2022_04_k,,,,,,,,My order came from MO to MI and back to MO again for some reason so it took twice as long to get here.,,It wasn’t a big deal but just kind of weird when I was trying to follow the tracking.,No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828180061_2135
12/23/2022 16:03,Very Dissatisfied,71823154_2022_03_j,,,,,,,,Gotten my order here in time for me to give presents to my students,,,No,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828290698_9892
12/23/2022 16:03,Very Dissatisfied,71822884_2022_04_k,,,,,,,,nothing,,"I have been a loyal Scholastic customer for over 30 years.  I have always been satisfied with my service, your product and my experience.  Even during the pandemic when you had shipping issues, I appreciated that I was kept informed and that I eventually did get my orders.  I also appreciated that you made it possible to ship directly to families homes.  Thanks for all you do to keep books in children's hands.",No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828181350_2328
12/23/2022 16:02,Very Dissatisfied,71874732_2022_03_k,,,,,,,,"The package took entirely too long to arrive to my home. In fact, it’s still not here, I’m just hoping it actually makes it sometime.",,,No,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828509301_23682
12/23/2022 16:01,Very Satisfied,71825133_2022_03_x,,,,,,,,,Quick turn around,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828161881_1164
12/23/2022 16:01,Satisfied,71816722_2022_04_j,,,,,,,,The package arrived literally 1 hour before we dismissed for the holidays. I got it because the entire staff was on the lookout and someone brought it straight to me.,,Tracking indicated I’d receive it Monday. It arrived Friday (after the Monday. 4 days later),No,Yes,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828161201_912
12/23/2022 16:00,Very Satisfied,71843253_2022_04_k,,,,,,,,,"I ordered later than I should have, and the order still came before Christmas break!",,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828343998_12940
